id;address;year;base_type;build_year;cesspools_volume;cold_water_type;common_hold_square;electo_type;electro_inputs;elevators;energo_class;entrance;ext_info;face_type;fire_exting_type;floors;floors_min;garbage_chute_count;garbage_chute_type;gas_supply_type;gutter_type;hot_water_type;kap_rem_fund;land_plot_area;latitude;living_rooms;living_square;longtitude;manager;not_living_rooms;not_living_square;other;overlap_type;parking_area;playground;roof_type;roofing_type;rooms;seria;sportground;square;type;underground_square;vent_type;wall_type;warming_type;water_disposal_type;working_year;wreck
9337407;с. Амурзет, ул. Гагарина, д. 24;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.693228;Не заполнено;Не заполнено;131.096512;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9340054;с. Амурзет, ул. Гагарина, д. 62;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.695538;Не заполнено;Не заполнено;131.098632;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
8488153;с. Амурзет, ул. Гагарина, д. 63;;Сборный;1969;0.0;Центральное;50.0;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;3238.0;47.695108;16;737.0;131.098767;"ООО ""Альянс""";0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;795.5;Многоквартирный дом;392.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1969;Нет
8488156;с. Амурзет, ул. Гагарина, д. 67;;Ленточный;1970;0.0;Центральное;55.6;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;3345.0;47.695005;16;752.6;131.09697;"ООО ""Альянс""";0;0.0;Не заполнено;Смешанные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;807.5;Многоквартирный дом;0.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1970;Нет
6651374;с. Амурзет, ул. Гагарина, д. 72;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;0;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.69552;Не заполнено;50.0;131.095048;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;70.0;Многоквартирный дом;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;1948;Да
8734497;с. Амурзет, ул. Гагарина, д. 80;;Ленточный;1964;Не заполнено;Центральное;469.8;Центральное;1;0;Не присвоен;2;Не заполнено;Соответствует материалу стен;Отсутствует;4;4;Не заполнено;Отсутствует;Автономное;Наружные водостоки;Центральное (закрытая система);На специальном счете организации;3939.0;47.69552;32;1193.4;131.095048;"ТСЖ ""Наш дом""";0;0.0;Не заполнено;Железобетонные;Не заполнено;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);32;кирпичный;Не имеется;1193.4;Многоквартирный дом;338.8;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1964;Нет
6661152;с. Амурзет, ул. Гагарина, д. 142;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;0;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.695375;Не заполнено;72.0;131.098614;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;86.7;Многоквартирный дом;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;1964;Да
6661174;с. Амурзет, ул. Гагарина, д. 148;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;0;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.695375;Не заполнено;73.0;131.098614;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;87.0;Многоквартирный дом;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;1964;Да
6463379;с. Амурзет, ул. Дзержинского, д. 3;;Иной;1985;Не заполнено;Центральное;Не заполнено;Центральное;1;Не заполнено;Не заполнено;5;Не заполнено;Соответствует материалу стен;Отсутствует;5;Не заполнено;Не заполнено;Отсутствует;Центральное;Наружные водостоки;Центральное (закрытая система);На счете регионального оператора;5952.0;47.692476;69;3205.0;131.087763;"ТСЖ ""Солнышко""";1;250.0;Не заполнено;Железобетонные;Не заполнено;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);69;Не заполнено;Имеется;3455.0;Многоквартирный дом;868.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1985;Нет
8760276;с. Амурзет, ул. Дзержинского, д. 3 А;;Не заполнено;1987;Не заполнено;Центральное;347.5;Центральное;1;Не заполнено;Не заполнено;2;Не заполнено;Нет данных;Отсутствует;3;Не заполнено;Не заполнено;Отсутствует;Центральное;Наружные водостоки;Центральное (закрытая система);На счете регионального оператора;3963.0;47.69341;Не заполнено;1007.8;131.087592;"ТСЖ ""Солнышко""";Не заполнено;Не заполнено;Не заполнено;Железобетонные;Не заполнено;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);18;Не заполнено;Не имеется;1363.3;Многоквартирный дом;269.1;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1987;Нет
6463380;с. Амурзет, ул. Калинина, д. 24;;Сборный;1975;Не заполнено;Центральное;1771.3;Центральное;1;0;Не заполнено;4;Не заполнено;Соответствует материалу стен;Отсутствует;4;1;0;Отсутствует;Центральное;Отсутствует;Отсутствует;Не заполнено;4630.0;47.693992;54;2413.4;131.099414;"ООО ""Альянс""";2;101.6;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);56;типовой;Имеется;2870.5;Многоквартирный дом;712.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1975;Нет
6522539;с. Амурзет, ул. Калинина, д. 26;;Сборный;1976;0.0;Центральное;1732.0;Центральное;1;0;Не заполнено;4;Не заполнено;Соответствует материалу стен;Отсутствует;4;1;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;5834.0;47.693925;54;2399.1;131.098156;"ООО ""Альянс""";2;101.6;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из профилированного настила;56;типовой;Имеется;2853.2;Многоквартирный дом;712.0;Приточно-вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1976;Нет
6463381;с. Амурзет, ул. Калинина, д. 28;;Сборный;1973;Не заполнено;Центральное;1878.6;Центральное;1;0;Не заполнено;4;Не заполнено;Соответствует материалу стен;Отсутствует;4;1;0;Отсутствует;Центральное;Отсутствует;Отсутствует;На счете регионального оператора;5834.0;47.693913;50;2233.0;131.096917;"ООО ""Альянс""";6;297.0;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из профилированного настила;56;типовой;Имеется;2855.8;Многоквартирный дом;692.6;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1973;Нет
8787702;с. Амурзет, ул. Калинина, д. 61;;Не заполнено;Не заполнено;Не заполнено;Центральное;1390.4;Центральное;1;Не заполнено;Не заполнено;6;Не заполнено;Соответствует материалу стен;Отсутствует;5;Не заполнено;Не заполнено;Отсутствует;Центральное;Наружные водостоки;Центральное (закрытая система);На счете регионального оператора;7278.0;47.6927;70;4146.4;131.086541;"ТСЖ ""Солнышко""";Не заполнено;Не заполнено;Не заполнено;Железобетонные;Не заполнено;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);70;Не заполнено;Не имеется;5536.8;Многоквартирный дом;922.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1980;Нет
8912879;с. Амурзет, ул. Крупской, д. 5;;Сборный;1965;Не заполнено;Центральное;63.2;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;2429.0;47.694131;10;381.6;131.094473;"ООО ""Альянс""";6;202.9;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;708.6;Многоквартирный дом;0.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1965;Нет
8912880;с. Амурзет, ул. Крупской, д. 6;;Сборный;1965;0.0;Центральное;486.8;Центральное;1;0;Не присвоен;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;3638.0;47.694107;12;514.8;131.096288;"ООО ""Альянс""";4;112.3;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;695.1;Многоквартирный дом;0.0;Приточно-вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1965;Нет
8912881;с. Амурзет, ул. Крупской, д. 7;;Сборный;1965;0.0;Центральное;490.0;Центральное;1;0;Не присвоен;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;2;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;1958.0;47.694131;11;434.2;131.094473;"ООО ""Альянс""";5;246.6;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);11;типовой;Не имеется;765.0;Многоквартирный дом;0.0;Приточно-вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1965;Нет
8734482;с. Амурзет, ул. Крупской, д. 11;;Иной;1972;Не заполнено;Центральное;1087.1;Центральное;1;0;Не присвоен;4;Не заполнено;Сайдинг;Отсутствует;5;5;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Центральное (закрытая система);На специальном счете организации;6113.0;47.694131;56;2619.3;131.094473;"ТСЖ ""Наш дом""";3;759.0;Не заполнено;Железобетонные;Не заполнено;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);59;кирпичный;Не имеется;3378.3;Многоквартирный дом;787.2;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1972;Нет
8912883;с. Амурзет, ул. Крупской, д. 14;;Сборный;1969;0.0;Центральное;879.2;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;Не заполнено;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;1370.0;47.694131;8;480.8;131.094473;"ООО ""Альянс""";8;295.4;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Имеется;792.3;Многоквартирный дом;410.0;Приточно-вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1969;Нет
8912888;с. Амурзет, ул. Крупской, д. 16;;Сборный;1969;0.0;Центральное;70.3;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;2332.0;47.694131;11;531.2;131.094473;"ООО ""Альянс""";5;207.6;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;803.5;Многоквартирный дом;Не заполнено;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1969;Нет
8244272;с. Амурзет, ул. Крупской, д. 18;;Ленточный;1980;0.0;Центральное;982.0;Центральное;1;0;Не присвоен;4;Не заполнено;Соответствует материалу стен;Отсутствует;5;5;0;Не заполнено;Центральное;Наружные водостоки;Центральное (закрытая система);На специальном счете организации;5534.0;47.695823;57;2732.6;131.096126;"ТСЖ ""Наш дом""";5;608.69;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);62;кирпичный;Не имеется;3341.29;Многоквартирный дом;680.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1980;Нет
9340055;с. Амурзет, ул. Ленина, д. 5;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.690996;Не заполнено;Не заполнено;131.08876;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
7761065;с. Амурзет, ул. Ленина, д. 21;;Сборный;1965;0.0;Центральное;466.1;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;3395.0;47.691244;16;636.1;131.098057;"ООО ""Альянс""";0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;708.1;Многоквартирный дом;0.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1965;Нет
8488158;с. Амурзет, ул. Ленина, д. 25;;Сборный;1965;Не заполнено;Центральное;60.1;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;1611.0;47.691244;8;371.4;131.098057;"ООО ""Альянс""";8;379.0;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;819.9;Многоквартирный дом;402.7;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1965;Нет
8488162;с. Амурзет, ул. Ленина, д. 27;;Сборный;1969;0.0;Центральное;59.0;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;2250.0;47.691244;14;621.2;131.098057;"ООО ""Альянс""";2;126.0;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;747.2;Многоквартирный дом;450.3;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1969;Нет
8488167;с. Амурзет, ул. Ленина, д. 29;;Сборный;1969;0.0;Центральное;929.0;Центральное;1;0;Не присвоен;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;2491.0;47.691026;16;713.1;131.09273;"ООО ""Альянс""";0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Имеется;713.1;Многоквартирный дом;399.6;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1969;Нет
8485005;с. Амурзет, ул. Ленина, д. 31;;Сборный;1967;0.0;Центральное;57.4;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;1726.0;47.690996;15;675.6;131.095434;"ООО ""Альянс""";1;59.1;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;типовой;Не имеется;734.7;Многоквартирный дом;405.4;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1967;Нет
6522540;с. Амурзет, ул. Ленина, д. 34;;Ленточный;1964;0.0;Центральное;71.4;Центральное;1;0;Не заполнено;2;Не заполнено;Соответствует материалу стен;Отсутствует;3;1;0;Отсутствует;Отсутствует;Отсутствует;Отсутствует;На счете регионального оператора;1614.0;47.691451;21;848.6;131.093566;"ООО ""Альянс""";3;90.1;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из профилированного настила;24;типовой;Не имеется;938.7;Многоквартирный дом;Не заполнено;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1964;Нет
9340056;с. Амурзет, ул. Майская, д. 1;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.699408;Не заполнено;Не заполнено;131.09468;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9340057;с. Амурзет, ул. Майская, д. 8;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.699486;Не заполнено;Не заполнено;131.093135;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9340072;с. Амурзет, ул. Новая, д. 9;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.698401;Не заполнено;Не заполнено;131.106888;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9340074;с. Амурзет, ул. Новая, д. 15;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.69831;Не заполнено;Не заполнено;131.105819;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9340075;с. Амурзет, ул. Победы, д. 8;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.694131;Не заполнено;Не заполнено;131.094473;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
6661109;с. Амурзет, ул. Почтовая, д. 16;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;0;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.6927;Не заполнено;184.0;131.100492;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;206.5;Многоквартирный дом;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;1950;Да
6661123;с. Амурзет, ул. Почтовая, д. 20;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;0;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.6927;Не заполнено;205.0;131.100492;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;233.0;Многоквартирный дом;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;1950;Да
9340077;с. Амурзет, ул. Советская, д. 27;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.69717;Не заполнено;Не заполнено;131.10298;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9340059;с. Амурзет, ул. Титова, д. 3;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.699577;Не заполнено;Не заполнено;131.089667;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9340060;с. Амурзет, ул. Титова, д. 13;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.699577;Не заполнено;Не заполнено;131.089667;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
8734506;с. Амурзет, ул. Федько, д. 7;;Ленточный;1966;Не заполнено;Центральное;331.0;Центральное;1;0;Не присвоен;2;Не заполнено;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Автономное;Наружные водостоки;Центральное (закрытая система);На специальном счете организации;4341.0;47.695726;36;1443.5;131.08461;"ТСЖ ""Наш дом""";2;154.3;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);38;кирпичный;Не имеется;1597.8;Многоквартирный дом;194.2;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1966;Нет
8734508;с. Амурзет, ул. Федько, д. 9;;Ленточный;1963;Не заполнено;Центральное;262.8;Центральное;1;0;Не присвоен;2;Не заполнено;Соответствует материалу стен;Отсутствует;2;2;0;Отсутствует;Автономное;Отсутствует;Центральное (закрытая система);На специальном счете организации;1877.0;47.695726;16;632.5;131.08461;"ТСЖ ""Наш дом""";0;0.0;Не заполнено;Смешанные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);16;кирпичный;Не имеется;632.5;Многоквартирный дом;210.0;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1963;Нет
9340061;с. Амурзет, ул. Федько, д. 33;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.695726;Не заполнено;Не заполнено;131.08461;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
6651379;с. Амурзет, ул. Федько, д. 39;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;0;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;47.695726;Не заполнено;82.4;131.08461;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;120.0;Многоквартирный дом;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;1963;Да
