id;address;year;base_type;build_year;cesspools_volume;cold_water_type;common_hold_square;electo_type;electro_inputs;elevators;energo_class;entrance;ext_info;face_type;fire_exting_type;floors;floors_min;garbage_chute_count;garbage_chute_type;gas_supply_type;gutter_type;hot_water_type;kap_rem_fund;land_plot_area;latitude;living_rooms;living_square;longtitude;manager;not_living_rooms;not_living_square;other;overlap_type;parking_area;playground;roof_type;roofing_type;rooms;seria;sportground;square;type;underground_square;vent_type;wall_type;warming_type;water_disposal_type;working_year;wreck
9061800;с. Андреевка, ул. Качинская, д. 36;;Ленточный;1968.0;Не заполнено;Центральное;93.14;Центральное;1.0;0.0;A;2.0;Не заполнено;Оштукатуренный;Отсутствует;2.0;2.0;0.0;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;679.76;44.816168;16.0;605.1;33.563907;Не заполнено;0.0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Плоская;Из рулонных материалов;16.0;Каменный, кирпичный;Не заполнено;698.24;Многоквартирный дом;0.0;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1968.0;Нет
9061803;с. Андреевка, ул. Качинская, д. 60;;Ленточный;1969.0;Не заполнено;Центральное;69.29;Центральное;1.0;0.0;A;2.0;Не заполнено;Окрашенный;Отсутствует;2.0;2.0;0.0;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;732.9;44.816168;14.0;602.7;33.563907;Не заполнено;0.0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;14.0;Не заполнено;Не имеется;671.99;Многоквартирный дом;0.0;Приточная вентиляция;Блочные;Центральное;Центральное;1969.0;Нет
9061777;с. Андреевка, ул. Морская, д. 1;;Ленточный;1987.0;Не заполнено;Центральное;65.46;Центральное;1.0;0.0;A;2.0;Не заполнено;Оштукатуренный;Отсутствует;2.0;Не заполнено;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;717.01;44.611862;12.0;611.0;33.520644;Не заполнено;0.0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);12.0;Не заполнено;Не заполнено;676.46;Многоквартирный дом;416.7;Приточная вентиляция;Блочные;Центральное;Центральное;1987.0;Нет
9061779;с. Андреевка, ул. Морская, д. 2;;Ленточный;1987.0;Не заполнено;Центральное;468.1;Центральное;1.0;0.0;A;2.0;Не заполнено;Оштукатуренный;Отсутствует;2.0;2;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;718.22;44.816168;12.0;609.3;33.563907;Не заполнено;0.0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);12.0;Не заполнено;Не заполнено;1077.4;Многоквартирный дом;417.6;Приточная вентиляция;Блочные;Центральное;Центральное;1987.0;Нет
9061781;с. Андреевка, ул. Морская, д. 3;;Ленточный;1989.0;Не заполнено;Центральное;497.7;Центральное;1.0;0.0;A;3.0;Не заполнено;Оштукатуренный;Отсутствует;3.0;3;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;873.37;44.816168;18.0;913.1;33.563907;Не заполнено;0.0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);18.0;Не заполнено;Не заполнено;1410.8;Многоквартирный дом;423.5;Приточная вентиляция;Блочные;Центральное;Центральное;1989.0;Нет
9061782;с. Андреевка, ул. Морская, д. 5;;Ленточный;1989.0;Не заполнено;Центральное;486.8;Центральное;1.0;0.0;A;3.0;Не заполнено;Оштукатуренный;Отсутствует;3.0;3;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;875.18;44.819244;18.0;909.79;33.561194;Не заполнено;0.0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);18.0;Не заполнено;Не заполнено;1396.59;Многоквартирный дом;412.9;Приточная вентиляция;Блочные;Центральное;Центральное;1989.0;Нет
9087167;с. Андреевка, ул. Морская, д. 6;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.819244;Не заполнено;Не заполнено;33.561194;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9061783;с. Андреевка, ул. Морская, д. 7;;Ленточный;1990;Не заполнено;Центральное;511.3;Центральное;1;0;A;3;Не заполнено;Оштукатуренный;Отсутствует;3;3;0;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;918.24;44.609006;18;920.4;33.521318;Не заполнено;0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);18;Не заполнено;Не имеется;1431.7;Многоквартирный дом;425.7;Приточная вентиляция;Блочные;Центральное;Центральное;1990;Нет
9061784;с. Андреевка, ул. Морская, д. 9;;Ленточный;1992;Не заполнено;Центральное;432.4;Центральное;1;0;A;3;Не заполнено;Оштукатуренный;Отсутствует;3;3;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;926.0;44.816168;18;924.2;33.563907;Не заполнено;0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);18;Не заполнено;Не заполнено;1356.6;Многоквартирный дом;358.1;Приточная вентиляция;Блочные;Центральное;Центральное;1992;Нет
9061787;с. Андреевка, ул. Морская, д. 11;;Ленточный;1995;Не заполнено;Центральное;503.4;Центральное;1;0;A;3;Не заполнено;Оштукатуренный;Отсутствует;3;3;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;911.6;44.60857;18;896.8;33.521497;Не заполнено;0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);18;Не заполнено;Не заполнено;1400.2;Многоквартирный дом;415.8;Приточная вентиляция;Блочные;Центральное;Центральное;1995;Нет
9061788;с. Андреевка, ул. Морская, д. 13;;Ленточный;1992;Не заполнено;Центральное;391.4;Центральное;1;0;Не заполнено;2;Не заполнено;Оштукатуренный;Отсутствует;3;3;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;887.61;44.819244;18;905.5;33.561194;Не заполнено;1;92.7;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);19;Не заполнено;Не заполнено;1389.6;Многоквартирный дом;411.9;Приточная вентиляция;Блочные;Центральное;Центральное;1992;Нет
9087681;с. Андреевка, ул. Морская, д. 15;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.819244;Не заполнено;Не заполнено;33.561194;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9062712;с. Верхнесадовое, ул. Виноградная, д. 1;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.700422;Не заполнено;Не заполнено;33.694944;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9087155;с. Верхнесадовое, ул. Виноградная, д. 2;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.545333;Не заполнено;Не заполнено;33.572998;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9087157;с. Верхнесадовое, ул. Виноградная, д. 3;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.699942;Не заполнено;Не заполнено;33.693219;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9061806;с. Верхнесадовое, ул. Гагарина, д. 3, лит. а;;Ленточный;1967;Не заполнено;Центральное;146.0;Центральное;1;0;Не заполнено;2;Не заполнено;Оштукатуренный;Отсутствует;2;Не заполнено;Не заполнено;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;842.85;44.688536;20;655.9;33.706038;Не заполнено;0;0.0;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Плоская;Из рулонных материалов;20;Не заполнено;Не заполнено;801.9;Многоквартирный дом;0.0;Отсутствует;Каменные, кирпичные;Центральное;Центральное;1967;Нет
9061791;с. Верхнесадовое, ул. Локомотивная, д. 10;;Ленточный;1917;4.0;Отсутствует;0.0;Центральное;1;0;A;1;Не заполнено;Окрашенный;Отсутствует;1;1;0;Отсутствует;Автономное;Наружные водостоки;Отсутствует;Не определен;294.51;44.688549;3;103.8;33.705921;Не заполнено;0;0.0;Не заполнено;Деревянные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);3;Не заполнено;Не имеется;103.8;Многоквартирный дом;Не заполнено;Приточная вентиляция;Каменные, кирпичные;Печное;Автономное;1917;Нет
9061793;с. Верхнесадовое, ул. Локомотивная, д. 31;;Ленточный;1974;4.0;Отсутствует;0.0;Центральное;1;0;A;1;Не заполнено;Окрашенный;Отсутствует;1;1;0;Отсутствует;Автономное;Наружные водостоки;Отсутствует;Не определен;497.5;44.688549;8;371.3;33.705921;Не заполнено;0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);8;Не заполнено;Не имеется;371.3;Многоквартирный дом;0.0;Приточная вентиляция;Блочные;Печное;Автономное;1974;Нет
9061794;с. Верхнесадовое, ул. Локомотивная, д. 33;;Ленточный;1972;Не заполнено;Отсутствует;51.3;Центральное;1;0;A;1;Не заполнено;Окрашенный;Отсутствует;1;1;0;Отсутствует;Автономное;Наружные водостоки;Отсутствует;Не определен;299.3;44.688549;2;51.3;33.705921;Не заполнено;0;Не заполнено;Не заполнено;Железобетонные;Не заполнено;Не имеется;Скатная;Не заполнено;2;Не заполнено;Не имеется;51.3;Многоквартирный дом;0.0;Вытяжная вентиляция;Блочные;Печное;Отсутствует;1972;Нет
9061795;с. Верхнесадовое, ул. Локомотивная, д. 51;;Ленточный;1944;Не заполнено;Не заполнено;0.0;Не заполнено;Не заполнено;0;A;1;Не заполнено;Окрашенный;Не заполнено;1;1;0;Отсутствует;Не заполнено;Не заполнено;Не заполнено;Не определен;231.0;44.688536;2;126.59;33.706038;Не заполнено;0;0.0;Не заполнено;Деревянные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);2;Не заполнено;Не имеется;126.59;Многоквартирный дом;0.0;Не заполнено;Каменные, кирпичные;Не заполнено;Не заполнено;1944;Нет
9061689;с. Верхнесадовое, ул. Севастопольская, д. 35, лит. а;;Ленточный;1968;0.0;Центральное;24.4;Центральное;1;0;A;1;Не заполнено;Окрашенный;Отсутствует;2;2;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;Не определен;661.3;51.352011;8;382.3;37.912453;Не заполнено;0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;8;Не заполнено;Не имеется;406.7;Многоквартирный дом;0.0;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1968;Нет
9061691;с. Верхнесадовое, ул. Севастопольская, д. 68;;Ленточный;Не заполнено;0.0;Центральное;Не заполнено;Центральное;1;0;Не заполнено;2;Не заполнено;Окрашенный;Отсутствует;2;Не заполнено;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;Не заполнено;1178.4;44.557814;16;641.2;33.730517;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Плоская;Из рулонных материалов;Не заполнено;Не заполнено;Не заполнено;695.9;Многоквартирный дом;0.0;Приточная вентиляция;Блочные;Центральное;Центральное;1974;Нет
9061694;с. Верхнесадовое, ул. Севастопольская, д. 72;;Ленточный;1978;0.0;Центральное;750.2;Центральное;2;0;A;3;Не заполнено;Окрашенный;Отсутствует;3;3;0;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Не определен;1563.55;44.557814;24;1219.5;33.730517;Не заполнено;0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;24;Не заполнено;Не имеется;1219.5;Многоквартирный дом;593.7;Приточная вентиляция;Блочные;Центральное;Центральное;1978;Нет
9059140;с. Верхнесадовое, ул. Севастопольская, д. 74;;Ленточный;1975;0.0;Центральное;502.8;Центральное;2;0;Не присвоен;2;нет;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Внутренние водостоки;Центральное (закрытая система);Не определен;3298.0;44.557814;24;1508.3;33.730517;"ООО ""Югжилсервис""";0;0.0;нет;Смешанные;0.00;Не имеется;Плоская;Из волнистых и полуволнистых асбестоцементных листов (шиферная);24;II-68  блочный;Не имеется;2011.1;Многоквартирный дом;0.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1975;Нет
9061696;с. Верхнесадовое, ул. Севастопольская, д. 76;;Ленточный;1984;0.0;Центральное;543.0;Центральное;1;0;Не заполнено;2;Не заполнено;Окрашенный;Не заполнено;5;5;0;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Не определен;1081.05;44.688536;25;1336.5;33.706038;Не заполнено;0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;25;Не заполнено;Не имеется;1879.5;Многоквартирный дом;386.7;Приточно-вытяжная вентиляция;Блочные;Центральное;Центральное;1984;Нет
9059142;с. Верхнесадовое, ул. Севастопольская, д. 78;;Ленточный;1985;0.0;Центральное;2232.5;Центральное;2;0;Не присвоен;2;нет;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Центральное (закрытая система);Не определен;2173.85;44.689792;50;2687.5;33.697369;"ГУПС ""УК "" СЕВЕР""";0;0.0;нет;Железобетонные;0.00;Не имеется;Плоская;Из волнистых и полуволнистых асбестоцементных листов (шиферная);50;II-68  блочный;Не имеется;4920.0;Многоквартирный дом;781.1;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1985;Нет
9059143;с. Верхнесадовое, ул. Севастопольская, д. 80;;Ленточный;1980;0.0;Центральное;2282.5;Центральное;2;0;Не присвоен;2;нет;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Внутренние водостоки;Центральное (закрытая система);Не определен;2138.2;44.687748;50;2637.9;33.696938;"ГУПС ""УК "" СЕВЕР""";0;0.0;нет;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;50;II-68  блочный;Не имеется;4920.4;Многоквартирный дом;768.8;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1983;Нет
9059145;с. Верхнесадовое, ул. Севастопольская, д. 84;;Ленточный;1982;0.0;Центральное;546.51;Центральное;2;0;Не присвоен;6;нет;Оштукатуренный;Отсутствует;4;4;0;Отсутствует;Центральное;Внутренние водостоки;Центральное (закрытая система);Не определен;2088.15;44.687838;52;2655.59;33.696013;"ГУПС ""УК "" СЕВЕР""";0;0.0;нет;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;52;II-68  блочный;Не имеется;3202.1;Многоквартирный дом;846.1;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1990;Нет
9061741;с. Верхнесадовое, ул. Титова, д. 63;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.688536;Не заполнено;Не заполнено;33.706038;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9061699;с. Верхнесадовое, ул. Юбилейная, д. 1;;Ленточный;1977;0.0;Центральное;485.6;Центральное;1;0;A;2;Не заполнено;Окрашенный;Отсутствует;5;5;0;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Не определен;1292.1;44.688549;25;1305.7;33.705921;Не заполнено;0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Плоская;Из рулонных материалов;25;Не заполнено;Не имеется;1791.3;Многоквартирный дом;383.4;Приточная вентиляция;Блочные;Центральное;Центральное;1977;Нет
9061702;с. Верхнесадовое, ул. Юбилейная, д. 2;;Ленточный;1981;0.0;Центральное;1457.8;Центральное;1;0;Не заполнено;6;Не заполнено;Окрашенный;Не заполнено;4;4;0;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Не определен;3392.6;44.688536;55;3026.7;33.706038;Не заполнено;0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Плоская;Из рулонных материалов;55;Не заполнено;Не имеется;4484.5;Многоквартирный дом;1116.4;Отсутствует;Блочные;Центральное;Центральное;1981;Нет
9061706;с. Верхнесадовое, ул. Юбилейная, д. 3;;Ленточный;1979;0.0;Центральное;555.0;Центральное;1;0;A;2;Не заполнено;Окрашенный;Отсутствует;5;5;0;Отсутствует;Не заполнено;Наружные водостоки;Отсутствует;Не определен;1162.85;44.688536;25;1300.5;33.706038;Не заполнено;0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;25;Не заполнено;Не имеется;2742.9;Многоквартирный дом;1300.5;Приточная вентиляция;Блочные;Центральное;Центральное;1979;Нет
9061713;с. Верхнесадовое, ул. Юбилейная, д. 5;;Ленточный;1981;0.0;Центральное;546.9;Центральное;2;0;Не заполнено;2;Не заполнено;Окрашенный;Отсутствует;5;5;0;Не заполнено;Центральное;Внутренние водостоки;Отсутствует;Не определен;1246.8;44.688536;25;1292.2;33.706038;Не заполнено;0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;25;Не заполнено;Не имеется;1839.1;Многоквартирный дом;383.2;Приточная вентиляция;Блочные;Центральное;Центральное;1981;Нет
9087654;с. Дальнее, д. 2;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.6765;Не заполнено;Не заполнено;33.625154;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9088571;с. Дальнее, д. 3;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.676026;Не заполнено;Не заполнено;33.624588;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9088572;с. Дальнее, д. 4;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.676026;Не заполнено;Не заполнено;33.624588;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9088573;с. Дальнее, д. 5;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.675693;Не заполнено;Не заполнено;33.623869;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9088574;с. Дальнее, д. 7;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.676026;Не заполнено;Не заполнено;33.624588;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9088570;с. Дальнее, д. 16;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;44.676026;Не заполнено;Не заполнено;33.624588;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9061789;г. Инкерман, ул. Ангарская, д. 9;;Ленточный;1955;0.0;Центральное;246.4;Центральное;1;0;Не присвоен;1;Не имеется;Оштукатуренный;Отсутствует;2;2;0;Отсутствует;Центральное;Наружные водостоки;Центральное (открытая система);Не определен;475.0;44.609757;4;301.8;33.590793;"ГУПС ""УК ""Инкерман""";0;0.0;Не имеется;Иные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);4;Блочный;Не имеется;548.2;Многоквартирный дом;239.4;Приточная вентиляция;Блочные;Центральное;Центральное;1955;Нет
9051630;г. Инкерман, балка. Георгиевская, д. 1;;Иной;1952;0.0;Центральное;0.0;Центральное;1;0;Не присвоен;3;Не имеется;Оштукатуренный;Пожарный кран;3;1;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;Не определен;652.5;44.609282;22;986.81;33.572531;"ГУПС ""УК ""Инкерман""";0;0.0;Не имеется;Смешанные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);22;блочный;Не имеется;1113.7;Многоквартирный дом;205.1;Приточно-вытяжная вентиляция;Блочные;Центральное;Центральное;1952;Нет
9051631;г. Инкерман, балка. Георгиевская, д. 2;;Ленточный;1952;0.0;Центральное;13.55;Центральное;1;0;Не присвоен;2;Не имеется;Иной;Пожарный кран;3;1;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;Не определен;652.5;44.613588;18;785.15;33.610071;"ГУПС ""УК ""Инкерман""";0;0.0;Не имеется;Деревянные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);18;блочный;Не имеется;798.7;Многоквартирный дом;108.9;Приточно-вытяжная вентиляция;Блочные;Центральное;Центральное;1952;Нет
9067103;г. Инкерман, балка. Георгиевская, д. 3;;Бетонные столбы;1988;0.0;Центральное;164.1;Центральное;1;0;Не присвоен;2;Не имеется;Окрашенный;Отсутствует;2;1;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;Не определен;0.0;44.613588;13;575.6;33.610071;"ГУПС ""УК ""Инкерман""";0;164.1;Не имеется;Деревянные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);13;Деревянный;Не имеется;739.7;Многоквартирный дом;0.0;Приточная вентиляция;Деревянные;Центральное;Центральное;1988;Нет
9053695;г. Инкерман, балка. Георгиевская, д. 4;;Ленточный;1945;0.0;Центральное;0.0;Центральное;1;0;Не присвоен;2;Не имеется;Оштукатуренный;Пожарный кран;2;1;0;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;0.0;44.613588;26;810.0;33.610071;"ГУПС ""УК ""Инкерман""";0;136.8;Не имеется;Деревянные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);26;блочный;Не имеется;946.8;Многоквартирный дом;0.0;Приточно-вытяжная вентиляция;Каменные, кирпичные;Центральное;Отсутствует;1945;Нет
9065099;г. Инкерман, ул. Зеленогорская, д. 57;;Ленточный;1949;0.0;Центральное;448.4;Центральное;1;0;Не присвоен;1;не имеется;Оштукатуренный;Отсутствует;1;1;0;Отсутствует;Отсутствует;Наружные водостоки;Отсутствует;Не определен;649.0;44.605355;7;339.1;33.598995;"ГУПС ""УК ""Инкерман""";0;0.0;не имеется;Иные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);7;Блочный;Не имеется;787.5;Многоквартирный дом;60.9;Отсутствует;Каменные, кирпичные;Центральное;Отсутствует;1949;Нет
