,id,year,latitude,longtitude,wall_type,floors,gutter_type,address,entrance,gas_supply_type,living_rooms,warming_type,cold_water_type,hot_water_type,square,not_living_square,common_hold_square,living_square,base_addr,dist,norm_addr
10253,7587565,1940.0,55.70246,37.86036,Блочные,2.0,Наружные водостоки,"ул. Михельсона, д. 20",2.0,Центральное,8,Квартирное отопление (квартирный котел),Центральное,Квартирное (квартирный котел),465.0,0.0,249.8,465.0,"улица Михельсона, дом 20",0.0,"улица михельсона, дом_20"
2860,7554594,1965.0,55.7489,37.79269,Панельные,5.0,Внутренние водостоки,"ул. Братская, д. 19, к. 3",6.0,Центральное,119,Центральное,Центральное,Центральное (закрытая система),5196.3,0.0,5196.3,5148.3,"Братская улица, дом 19, корпус 3",0.0,"улица братская, дом_19, корпус_3"
5206,8928604,1958.0,55.89665,37.5411,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Дмитровское, д. 151, к. 5",1.0,Центральное,115,Центральное,Центральное,Центральное (открытая система),4762.4,2664.5,2664.5,2097.9,"Дмитровское шоссе, дом 151, корпус 5",0.0,"шоссе дмитровское, дом_151, корпус_5"
8477,8022962,1965.0,55.8499,37.503,Панельные,5.0,Наружные водостоки,"ул. Лавочкина, д. 8",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),5400.3,0.0,1957.4,3442.9,"улица Лавочкина, дом 8",0.0,"улица лавочкина, дом_8"
1793,7996692,1965.0,55.80156,37.60934,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Анненская, д. 2",4.0,Отсутствует,80,Центральное,Центральное,Центральное (закрытая система),3405.0,1210.0,0.0,3405.0,"Анненская улица, дом 2",0.0,"улица анненская, дом_2"
5203,7627780,1960.0,55.89559,37.54208,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Дмитровское, д. 151, к. 2",4.0,Центральное,54,Центральное,Центральное,Отсутствует,3335.0,448.0,1722.2,2887.0,"Дмитровское шоссе, дом 151, корпус 2",0.0,"шоссе дмитровское, дом_151, корпус_2"
12281,7719629,1965.0,55.82784,37.76125,Панельные,5.0,Наружные водостоки,"ш. Открытое, д. 25, к. 11",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),2573.2,0.0,0.0,2573.2,"Открытое шоссе, дом 25, корпус 11",0.0,"шоссе открытое, дом_25, корпус_11"
1705,7785835,1963.0,55.86032,37.67722,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Анадырский, д. 5, к. 2",3.0,Центральное,40,Центральное,Центральное,Отсутствует,1641.3,0.0,0.0,1107.8,"Анадырский проезд, дом 5, корпус 2",0.0,"проезд. анадырский, дом_5, корпус_2"
4835,7946530,1967.0,55.724,37.41533,"Каменные, кирпичные",5.0,Не заполнено,"ул. Гришина, д. 21, к. 1",3.0,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,2500.0,0.0,0.0,2500.0,"улица Гришина, дом 21, корпус 1",0.0,"улица гришина, дом_21, корпус_1"
3287,7961390,1968.0,55.6438,37.54392,Панельные,5.0,Внутренние водостоки,"ул. Введенского, д. 5, к. 3",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2591.0,0.0,873.0,1718.0,"улица Введенского, дом 5, корпус 3",0.0,"улица введенского, дом_5, корпус_3"
11855,8120286,1964.0,55.71539,37.77029,Панельные,5.0,Не заполнено,"ул. Окская, д. 34",4.0,Центральное,Не заполнено,Центральное,Не заполнено,Центральное (открытая система),3485.0,0.0,0.0,3485.0,"Окская улица, дом 34",0.0,"улица окская, дом_34"
1448,8108586,1961.0,55.82268,37.60126,Смешанные,5.0,Наружные водостоки,"ул. Академика Королева, д. 16",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3536.5,0.0,0.0,3536.5,"улица Академика Королёва, дом 16",0.0,"улица академика королева, дом_16"
9558,7683760,1960.0,55.80832,37.72638,Блочные,5.0,Наружные водостоки,"б-р. Маршала Рокоссовского, д. 1, к. 1",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),2612.1,45.8,1540.5,2566.3,"бульвар Маршала Рокоссовского, дом 1, корпус 1",0.0,"бульвар маршала рокоссовского, дом_1, корпус_1"
11816,8130337,1968.0,55.84308,37.40132,Панельные,5.0,Наружные водостоки,"ул. Окружная, д. 4",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),2596.0,0.0,0.0,1711.0,"Окружная улица, дом 4",0.0,"улица окружная, дом_4"
6737,7574422,1950.0,55.73319,37.7521,Деревянные,3.0,Не заполнено,"ул. Карачаровская 2-я, д. 10",2.0,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,1151.5,154.4,0.0,712.0,"2-я Карачаровская улица, дом 10",0.0,"улица карачаровская 2-я, дом_10"
18795,7762419,1962.0,55.70721,37.77586,Панельные,5.0,Наружные водостоки,"ул. Шумилова, д. 18",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4532.0,0.0,22.0,4510.0,"улица Шумилова, дом 18",0.0,"улица шумилова, дом_18"
2769,7823415,1964.0,55.65462,37.39138,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Боровский, д. 1",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2514.0,0.0,1534.0,2514.0,"Боровский проезд, дом 1",0.0,"проезд. боровский, дом_1"
