,id,address,base_addr,dist
19989,7957843,"улица Новощукинская, д. 6","Новощукинская улица, дом 6",0.4
20340,8120283,"улица Окская, д. 32","Окская улица, дом 32",0.4
16920,7789531,"улица Менжинского, д. 9","улица Менжинского, дом 9",0.4
17410,7639395,"улица Михайлова, д. 38","улица Михайлова, дом 38",0.4
12887,8132149,"проезд. Конаковский, д. 13А","Конаковский проезд, дом 13А",0.4
5161,8109523,"улица Ботаническая, д. 37Б","Ботаническая улица, дом 37Б",0.4
30067,8043358,"улица Херсонская, д. 2","Херсонская улица, дом 2",0.4
13622,7559289,"улица Краснодарская, д. 34","Краснодарская улица, дом 34",0.4
4108,8904920,"улица Батюнинская, д. 7","Батюнинская улица, дом 7",0.4
21095,8148428,"проезд. Отрадный, д. 10","Отрадный проезд, дом 10",0.4
24831,7786586,"улица Рудневой, д. 11","улица Рудневой, дом 11",0.4
10643,7555770,"проспект Зеленый, д. 85","Зелёный проспект, дом 85",0.4
5507,7579243,"улица Буракова, д. 13","Буракова улица, дом 13",0.4
3160,7557267,"улица Амурская, д. 68","Амурская улица, дом 68",0.4
29284,7991222,"проспект Федеративный, д. 39","Федеративный проспект, дом 39",0.4
3495,7563644,"улица Артюхиной, д. 23","улица Артюхиной, дом 23",0.4
15348,7675601,"улица Лобачевского, д. 78","улица Лобачевского, дом 78",0.4
17257,7567565,"проспект Мира, д. 171","проспект Мира, дом 171",0.4
17657,7946446,"шоссе Можайское, д. 28","Можайское шоссе, дом 28",0.4
3768,7582381,"улица Байкальская, д. 36","Байкальская улица, дом 36",0.4
20251,7717193,"улица Озерная, д. 22","Озёрная улица, дом 22",0.4
31821,7559535,"шоссе Щелковское, д. 39","Щёлковское шоссе, дом 39",0.4
23520,7717360,"улица Пржевальского, д. 10","улица Пржевальского, дом 10",0.4
13612,7559254,"улица Краснодарская, д. 16","Краснодарская улица, дом 16",0.4
32684,7764365,"шоссе Ярославское, д. 140","Ярославское шоссе, дом 140",0.4
5083,7823473,"проезд. Боровский, д. 6","Боровский проезд, дом 6",0.4
30121,7763334,"проезд. Хибинский, д. 28","Хибинский проезд, дом 28",0.4
14491,8022966,"улица Лавочкина, д. 10","улица Лавочкина, дом 10",0.4
16769,7814474,"улица Матросова, д. 23","улица Матросова, дом 23",0.4
27077,7566575,"улица Ставропольская, д. 6","Ставропольская улица, дом 6",0.4
27960,7566712,"улица Таганрогская, д. 12","Таганрогская улица, дом 12",0.4
31819,7559529,"шоссе Щелковское, д. 37","Щёлковское шоссе, дом 37",0.4
4910,8050619,"улица Болотниковская, д. 48","Болотниковская улица, дом 48",0.4
25710,8047250,"проспект Севастопольский, д. 71","Севастопольский проспект, дом 71",0.4
21555,8246392,"улица Парковая 1-я, д. 9, к. 3","1-я Парковая улица, дом 9, корпус 3",0.4
29291,7563907,"проспект Федеративный, д. 44","Федеративный проспект, дом 44",0.4
21876,8224168,"улица Паршина, д. 13","улица Паршина, дом 13",0.4
21871,8130217,"проезд. Парусный, д. 11","Парусный проезд, дом 11",0.4
11396,7930577,"бульвар Кавказский, д. 18","Кавказский бульвар, дом 18",0.4
26547,8023160,"улица Смольная, д. 9","Смольная улица, дом 9",0.4
8511,7946579,"улица Гродненская, д. 6","Гродненская улица, дом 6",0.4
13658,7559449,"улица Краснодонская, д. 11","Краснодонская улица, дом 11",0.4
20590,7591014,"улица Оренбургская, д. 22","Оренбургская улица, дом 22",0.4
21819,8042254,"улица Парковая 9-я, д. 66, к. 1","9-я Парковая улица, дом 66, корпус 1",0.4
12628,7627709,"улица Кожуховская 7-я, д. 8, к. 2","7-я Кожуховская улица, дом 8, корпус 2",0.4
15171,7556391,"улица Ливенская, д. 2","Ливенская улица, дом 2",0.4
21863,8130201,"проезд. Парусный, д. 1","Парусный проезд, дом 1",0.4
30099,7556219,"улица Херсонская, д. 28","Херсонская улица, дом 28",0.4
3952,7727708,"улица Барклая, д. 11","улица Барклая, дом 11",0.4
19884,7574863,"улица Новохохловская, д. 5А","Новохохловская улица, дом 5А",0.4
6901,7761835,"проспект Волгоградский, д. 139","Волгоградский проспект, дом 139",0.4
25602,7599588,"улица Севанская, д. 58","Севанская улица, дом 58",0.4
5351,7574273,"улица Бронницкая, д. 12","Бронницкая улица, дом 12",0.4
15177,7645703,"проезд. Линейный, д. 1","Линейный проезд, дом 1",0.4
13401,7673563,"улица Коштоянца, д. 3","улица Коштоянца, дом 3",0.4
12298,8051463,"улица Керченская, д. 24","Керченская улица, дом 24",0.4
6595,7680325,"улица Владимирская 2-я, д. 28, к. 1","2-я Владимирская улица, дом 28, корпус 1",0.4
29209,8128548,"улица Фабрициуса, д. 46","улица Фабрициуса, дом 46",0.4
11513,8163105,"улица Калибровская, д. 22Б","Калибровская улица, дом 22Б",0.4
26840,8022631,"улица Солнечногорская, д. 17","Солнечногорская улица, дом 17",0.4
21809,8042212,"улица Парковая 9-я, д. 57, к. 3","9-я Парковая улица, дом 57, корпус 3",0.4
9441,8123226,"проезд. Донелайтиса, д. 32","проезд Донелайтиса, дом 32",0.4
12826,7564686,"улица Коминтерна, д. 40","улица Коминтерна, дом 40",0.4
15478,7762562,"улица Лосевская, д. 20","Лосевская улица, дом 20",0.4
6075,7946127,"улица Верейская, д. 21","Верейская улица, дом 21",0.4
27106,7566515,"улица Ставропольская, д. 46","Ставропольская улица, дом 46",0.4
15412,7645738,"проезд. Локомотивный, д. 3","Локомотивный проезд, дом 3",0.4
6088,8477406,"улица Вересковая, д. 4","Вересковая улица, дом 4",0.4
27094,7566456,"улица Ставропольская, д. 19А","Ставропольская улица, дом 19А",0.4
20335,7718704,"улица Окская, д. 28","Окская улица, дом 28",0.4
3171,7785880,"проезд. Анадырский, д. 9","Анадырский проезд, дом 9",0.4
28943,7673418,"улица Удальцова, д. 43","улица Удальцова, дом 43",0.4
6154,7672483,"проспект Вернадского, д. 81","проспект Вернадского, дом 81",0.4
29179,8126865,"улица Фабрициуса, д. 16","улица Фабрициуса, дом 16",0.4
5511,7558641,"улица Буракова, д. 21","Буракова улица, дом 21",0.4
21617,8041708,"улица Парковая 3-я, д. 54, к. 2","3-я Парковая улица, дом 54, корпус 2",0.4
17459,8132355,"улица Михалковская, д. 44","Михалковская улица, дом 44",0.4
14499,8023203,"улица Лавочкина, д. 24","улица Лавочкина, дом 24",0.4
21686,8042134,"улица Парковая 5-я, д. 56, к. 6","5-я Парковая улица, дом 56, корпус 6",0.4
20762,7993042,"улица Осташковская, д. 19","Осташковская улица, дом 19",0.4
3764,7582376,"улица Байкальская, д. 34","Байкальская улица, дом 34",0.4
29296,7991243,"проспект Федеративный, д. 50","Федеративный проспект, дом 50",0.4
6110,7671668,"проспект Вернадского, д. 20","проспект Вернадского, дом 20",0.4
14112,7946617,"улица Кубинка, д. 13","улица Кубинка, дом 13",0.4
29210,8128584,"улица Фабрициуса, д. 48","улица Фабрициуса, дом 48",0.4
21497,8042072,"улица Парковая 15-я, д. 46, к. 4","15-я Парковая улица, дом 46, корпус 4",0.4
5407,7579199,"проспект Буденного, д. 11","проспект Будённого, дом 11",0.4
8451,7606271,"улица Грина, д. 6","улица Грина, дом 6",0.4
4565,7598783,"улица Бехтерева, д. 5","улица Бехтерева, дом 5",0.4
3187,7564622,"проезд. Анадырский, д. 43","Анадырский проезд, дом 43",0.4
16671,8646792,"улица Мастеровая, д. 5","Мастеровая улица, дом 5",0.4
21397,8041317,"улица Парковая 11-я, д. 57, к. 4","11-я Парковая улица, дом 57, корпус 4",0.4
29121,7558864,"улица Уткина, д. 44А","улица Уткина, дом 44А",0.4
6660,8644055,"улица Владимирская 3-я, д. 25, к. 5","3-я Владимирская улица, дом 25, корпус 5",0.4
5275,7677510,"улица Братская, д. 9","Братская улица, дом 9",0.4
13160,7652130,"шоссе Коровинское, д. 6","Коровинское шоссе, дом 31А",0.4
14106,7946624,"улица Кубинка, д. 8","улица Кубинка, дом 8",0.4
3141,7557207,"улица Амурская, д. 28","Амурская улица, дом 28",0.4
21838,7819786,"улица Партизанская, д. 21","Партизанская улица, дом 21",0.4
17161,7564745,"улица Минусинская, д. 9","Минусинская улица, дом 9",0.4
21492,8042026,"улица Парковая 15-я, д. 44, к. 1","15-я Парковая улица, дом 44, корпус 1",0.4
24234,7984120,"улица Радужная, д. 6","Радужная улица, дом 6",0.4
32252,7722023,"улица Юных Ленинцев, д. 65/47, к. 2","улица Юных Ленинцев, дом 65/47, корпус 2",0.4
9593,7645318,"улица Дубки, д. 1","улица Дубки, дом 1",0.4
6879,7715018,"проспект Волгоградский, д. 124","Волгоградский проспект, дом 124",0.4
29142,7858231,"улица Ухтомская, д. 3","Ухтомская улица, дом 3",0.4
26607,7703320,"улица Снежная, д. 9","Снежная улица, дом 9",0.4
11788,7574469,"улица Карачаровская 3-я, д. 12, к. 2","3-я Карачаровская улица, дом 12, корпус 2",0.4
29117,7558847,"улица Уткина, д. 39А","улица Уткина, дом 39А",0.4
31723,7718980,"улица Шумилова, д. 7","улица Шумилова, дом 7",0.4
31704,8855427,"улица Шоссейная, д. 78","Шоссейная улица, дом 78",0.4
3572,7584420,"улица Астрадамская, д. 7Б","Астрадамская улица, дом 7Б",0.4
15717,7564708,"улица Магаданская, д. 8","Магаданская улица, дом 8",0.4
21994,8617301,"улица Первомайская, д. 105","Первомайская улица, дом 105",0.4
31770,7564939,"улица Шушенская, д. 9","Шушенская улица, дом 9",0.4
21488,8041702,"улица Парковая 15-я, д. 42, к. 7","15-я Парковая улица, дом 42, корпус 7",0.4
20497,8022103,"улица Онежская, д. 33","Онежская улица, дом 33",0.4
28956,7673466,"улица Удальцова, д. 59","улица Удальцова, дом 59",0.4
20683,8970086,"улица Оршанская, д. 6","Оршанская улица, дом 6",0.4
30085,8043045,"улица Херсонская, д. 14","Херсонская улица, дом 14",0.4
15330,7675420,"улица Лобачевского, д. 36","улица Лобачевского, дом 36",0.4
20277,8130336,"улица Окружная, д. 2а","Окружная улица, дом 2А",0.4
21494,8042044,"улица Парковая 15-я, д. 46, к. 1","15-я Парковая улица, дом 46, корпус 1",0.4
21205,7875974,"проезд. Павелецкий 3-й, д. 7, к. 2","3-й Павелецкий проезд, дом 7, корпус 2",0.4
13091,7809846,"переулок Коптельский 1-й, д. 9, стр. 2","1-й Коптельский переулок, дом 9, строение 2",0.4
5088,7823457,"проезд. Боровский, д. 11","Боровский проезд, дом 11",0.4
11252,7603471,"улица Инженерная, д. 11","Инженерная улица, дом 11",0.4
3154,7557253,"улица Амурская, д. 52","Амурская улица, дом 52",0.4
29297,7991250,"проспект Федеративный, д. 52","Федеративный проспект, дом 52",0.4
21676,8042084,"улица Парковая 5-я, д. 54, к. 1","5-я Парковая улица, дом 54, корпус 1",0.4
6833,7931266,"проспект Волгоградский, д. 95","Волгоградский проспект, дом 95",0.4
20287,8130347,"улица Окружная, д. 23","Окружная улица, дом 23",0.4
11261,8644446,"улица Инженерная, д. 24","Инженерная улица, дом 24",0.4
30638,8021952,"проезд. Черепановых, д. 52","проезд Черепановых, дом 52",0.4
16674,8646784,"улица Мастеровая, д. 7","Мастеровая улица, дом 7",0.4
3090,7687047,"шоссе Аминьевское, д. 26","Аминьевское шоссе, дом 26",0.4
32015,7558052,"шоссе Энтузиастов, д. 23А","шоссе Энтузиастов, дом 23А",0.4
4511,7921225,"бульвар Бескудниковский, д. 49","Бескудниковский бульвар, дом 49",0.4
1959,7566346,"проспект 40 лет Октября, д. 14, к. 2","проспект 40 лет Октября, дом 14, корпус 2",0.4
31352,7858315,"улица Шепелюгинская, д. 4","Шепелюгинская улица, дом 4",0.4
7047,7956562,"проезд. Волоколамский 1-й, д. 7, к. 2","1-й Волоколамский проезд, дом 7, корпус 2",0.4
11830,8932758,"бульвар Карельский, д. 26","Карельский бульвар, дом 26",0.4
18508,7840099,"улица Нарвская, д. 7","Нарвская улица, дом 7",0.4
7535,7558804,"улица Гаражная, д. 3А","Гаражная улица, дом 3А",0.4
24029,8019341,"улица Пулковская, д. 9","Пулковская улица, дом 9",0.4
21602,8041657,"улица Парковая 3-я, д. 44, к. 1","3-я Парковая улица, дом 44, корпус 1",0.4
5726,8155941,"шоссе Варшавское, д. 29","Варшавское шоссе, дом 29",0.4
16921,7564733,"улица Менжинского, д. 10","улица Менжинского, дом 10",0.4
26510,7575165,"улица Смирновская, д. 4А","Смирновская улица, дом 4А",0.4
27469,8098201,"переулок Стрельбищенский, д. 23","Стрельбищенский переулок, дом 23",0.4
32251,7722021,"улица Юных Ленинцев, д. 65/47, к. 1","улица Юных Ленинцев, дом 65/47, корпус 1",0.4
14107,7946623,"улица Кубинка, д. 10","улица Кубинка, дом 10",0.4
31060,7602445,"улица Чистова, д. 13А","улица Чистова, дом 13А",0.4
21348,7780895,"улица Парковая, д. 31","Парковая улица, дом 31",0.4
17381,7638694,"улица Михайлова, д. 10","улица Михайлова, дом 10",0.4
12827,7564687,"улица Коминтерна, д. 42","улица Коминтерна, дом 42",0.4
28486,7556465,"улица Типографская, д. 6","Типографская улица, дом 6",0.4
20525,7588732,"улица Оранжерейная, д. 12","Оранжерейная улица, дом 12",0.4
5132,8108852,"улица Ботаническая, д. 3","Ботаническая улица, дом 3",0.4
22261,8644087,"улица Перовская, д. 15","Перовская улица, дом 15",0.4
6133,7672318,"проспект Вернадского, д. 49","проспект Вернадского, дом 49",0.4
18005,8158113,"проезд. Мукомольный, д. 11","Мукомольный проезд, дом 11",0.4
18875,7574723,"улица Нижегородская, д. 83","Нижегородская улица, дом 83",0.4
29683,8023496,"улица Флотская, д. 33","Флотская улица, дом 33",0.4
16681,8646776,"улица Мастеровая, д. 15","Мастеровая улица, дом 15",0.4
21479,8041578,"улица Парковая 15-я, д. 41, к. 1","15-я Парковая улица, дом 41, корпус 1",0.4
21467,7559616,"улица Парковая 15-я, д. 33, к. 2","15-я Парковая улица, дом 33, корпус 2",0.4
18246,8085218,"улица Нагатинская, д. 10","Нагатинская улица, дом 10",0.4
10118,7717568,"улица Жигулевская, д. 3","Жигулёвская улица, дом 3",0.4
22307,7559747,"улица Перовская, д. 48","Перовская улица, дом 48",0.4
17382,7638709,"улица Михайлова, д. 11","улица Михайлова, дом 11",0.4
23791,7556098,"улица Профсоюзная, д. 49","Профсоюзная улица, дом 49",0.4
26940,7575199,"переулок Сорокин, д. 3","Сорокин переулок, дом 3",0.4
14097,7559604,"улица Кубанская, д. 24","Кубанская улица, дом 24",0.4
21347,7780893,"улица Парковая, д. 30","Парковая улица, дом 30",0.4
30393,7805564,"улица Центральная, д. 6","Центральная улица, дом 6",0.4
13429,7675079,"улица Коштоянца, д. 39","улица Коштоянца, дом 39",0.4
25300,7562163,"проезд. Саперный, д. 10","Сапёрный проезд, дом 10",0.4
13908,8001634,"улица Кржижановского, д. 34","улица Кржижановского, дом 34",0.4
23082,7575009,"улица Подъемная, д. 6Б","Подъёмная улица, дом 6Б",0.4
8449,7606266,"улица Грина, д. 4","улица Грина, дом 4",0.4
32671,7764258,"шоссе Ярославское, д. 126","Ярославское шоссе, дом 126",0.4
12977,7558350,"улица Константинова, д. 2","улица Константинова, дом 2",0.4
23083,7575017,"улица Подъемная, д. 7","Подъёмная улица, дом 7",0.4
13425,7673755,"улица Коштоянца, д. 31","улица Коштоянца, дом 31",0.4
26841,8022641,"улица Солнечногорская, д. 19","Солнечногорская улица, дом 19",0.4
1958,7566390,"проспект 40 лет Октября, д. 14, к. 1","проспект 40 лет Октября, дом 14, корпус 1",0.4
12825,7564685,"улица Коминтерна, д. 36","улица Коминтерна, дом 36",0.4
8482,7946470,"улица Гришина, д. 7","улица Гришина, дом 7",0.4
5447,7558584,"проспект Буденного, д. 49","проспект Будённого, дом 49",0.4
6156,7672490,"проспект Вернадского, д. 85","проспект Вернадского, дом 85",0.4
8514,7946588,"улица Гродненская, д. 9","Гродненская улица, дом 9",0.4
21684,8042123,"улица Парковая 5-я, д. 56, к. 4","5-я Парковая улица, дом 56, корпус 4",0.4
21616,8041706,"улица Парковая 3-я, д. 54, к. 1","3-я Парковая улица, дом 54, корпус 1",0.4
25345,7600088,"проезд. Саратовский 1-й, д. 9, к. 2","1-й Саратовский проезд, дом 9, корпус 2",0.4
11647,7930904,"улица Кантемировская, д. 37","Кантемировская улица, дом 37",0.4
18506,7840078,"улица Нарвская, д. 5","Нарвская улица, дом 5",0.4
13049,8152489,"улица Коптевская, д. 77","Коптевская улица, дом 77",0.4
2173,7677731,"улица Авиамоторная, д. 11","Авиамоторная улица, дом 11",0.4
19988,7957841,"улица Новощукинская, д. 5","Новощукинская улица, дом 5",0.4
26655,7564257,"улица Совхозная, д. 27","Совхозная улица, дом 27",0.4
18859,7574638,"улица Нижегородская, д. 65","Нижегородская улица, дом 65",0.4
21664,8042070,"улица Парковая 5-я, д. 45, к. 1","5-я Парковая улица, дом 45, корпус 1",0.4
12944,7637233,"улица Коновалова, д. 12","улица Коновалова, дом 12",0.4
18868,7574683,"улица Нижегородская, д. 75а","Нижегородская улица, дом 75А",0.4
32294,7745991,"улица Юных Ленинцев, д. 95/13, к. 1","улица Юных Ленинцев, дом 95/13, корпус 1",0.4
27987,7564900,"улица Тайнинская, д. 5","Тайнинская улица, дом 5",0.4
23185,8906055,"улица Полбина, д. 58","улица Полбина, дом 58",0.4
30087,8043039,"улица Херсонская, д. 16","Херсонская улица, дом 16",0.4
19116,8940773,"улица Новая, д. 21","Новая улица, дом 21",0.4
14332,7556274,"улица Кусковская, д. 33","Кусковская улица, дом 33",0.4
14493,8023156,"улица Лавочкина, д. 14","улица Лавочкина, дом 14",0.4
11883,7604590,"улица Каспийская, д. 6","Каспийская улица, дом 6",0.4
27946,7566746,"улица Таганрогская, д. 1","Таганрогская улица, дом 1",0.4
13993,8022947,"бульвар Кронштадтский, д. 51","Кронштадтский бульвар, дом 51",0.4
18865,7574669,"улица Нижегородская, д. 71","Нижегородская улица, дом 71",0.4
11145,7564628,"улица Изумрудная, д. 6","Изумрудная улица, дом 6",0.4
30395,7921568,"улица Центральная, д. 17","поселение Первомайское, посёлок Птичное, Центральная улица, дом 17",0.4
17681,7946400,"шоссе Можайское, д. 48","Можайское шоссе, дом 48",0.4
11156,7564641,"улица Изумрудная, д. 22","Изумрудная улица, дом 22",0.4
17641,7946485,"шоссе Можайское, д. 12","Можайское шоссе, дом 12",0.4
29764,7654321,"улица Фортунатовская, д. 12","Фортунатовская улица, дом 12",0.4
17624,8224896,"улица Мневники, д. 18","улица Мнёвники, дом 18",0.4
26842,8022650,"улица Солнечногорская, д. 21","Солнечногорская улица, дом 21",0.4
9994,7363247,"улица Ереванская, д. 29","Ереванская улица, дом 29",0.4
18934,8041247,"улица Никитинская, д. 18","Никитинская улица, дом 18",0.4
21464,7560007,"улица Парковая 15-я, д. 29, к. 4","15-я Парковая улица, дом 29, корпус 4",0.4
17646,7946473,"шоссе Можайское, д. 19","Можайское шоссе, дом 19",0.4
13652,7559418,"улица Краснодонская, д. 4","Краснодонская улица, дом 4",0.4
12875,8019183,"проезд. Конаковский, д. 3","Конаковский проезд, дом 3",0.4
3627,8122096,"улица Аэродромная, д. 16","Аэродромная улица, дом 16",0.4
21406,7559888,"улица Парковая 13-я, д. 16, к. 5","13-я Парковая улица, дом 16, корпус 5",0.4
28954,7673455,"улица Удальцова, д. 55","улица Удальцова, дом 55",0.4
24057,7606225,"проезд. Путевой, д. 30","Путевой проезд, дом 30",0.4
5085,7823444,"проезд. Боровский, д. 8","Боровский проезд, дом 8",0.4
20280,8130339,"улица Окружная, д. 6а","Окружная улица, дом 6А",0.4
12299,8051468,"улица Керченская, д. 26","Керченская улица, дом 26",0.4
11413,7599345,"бульвар Кавказский, д. 37","Кавказский бульвар, дом 37",0.4
7536,7558809,"улица Гаражная, д. 5","Гаражная улица, дом 5",0.4
24238,7984146,"улица Радужная, д. 10","Радужная улица, дом 10",0.4
31839,7559591,"шоссе Щелковское, д. 53","Щёлковское шоссе, дом 53",0.4
3140,7557200,"улица Амурская, д. 27","Амурская улица, дом 27",0.4
12300,8051474,"улица Керченская, д. 28","Керченская улица, дом 28",0.4
13991,8022938,"бульвар Кронштадтский, д. 49","Кронштадтский бульвар, дом 49",0.4
12799,7786220,"улица Коминтерна, д. 6","улица Коминтерна, дом 6",0.4
19721,8130104,"улица Новопоселковая, д. 15","Новопоселковая улица, дом 15",0.4
15419,7645763,"проезд. Локомотивный, д. 15","Локомотивный проезд, дом 15",0.4
13424,7673743,"улица Коштоянца, д. 29","улица Коштоянца, дом 29",0.4
20466,8022578,"улица Онежская, д. 6","Онежская улица, дом 6",0.4
13862,7689816,"улица Кременчугская, д. 36","Кременчугская улица, дом 36",0.4
6098,7960664,"улица Верземнека, д. 2","улица Верземнека, дом 2",0.4
21680,8042102,"улица Парковая 5-я, д. 55, к. 3","5-я Парковая улица, дом 55, корпус 3",0.4
5082,7823439,"проезд. Боровский, д. 5","Боровский проезд, дом 5",0.4
15363,7723545,"улица Лобачевского, д. 106","улица Лобачевского, дом 106",0.4
12597,7627641,"улица Кожуховская 5-я, д. 24, к. 1","5-я Кожуховская улица, дом 24, корпус 1",0.4
29175,8126833,"улица Фабрициуса, д. 12","улица Фабрициуса, дом 12",0.4
5956,7961397,"улица Введенского, д. 7","улица Введенского, дом 7",0.4
3158,7557258,"улица Амурская, д. 64","Амурская улица, дом 64",0.4
15002,8020296,"улица Ленская, д. 17","Ленская улица, дом 17",0.4
27078,7566576,"улица Ставропольская, д. 6А","Ставропольская улица, дом 6А",0.4
6909,7715361,"проспект Волгоградский, д. 144","Волгоградский проспект, дом 144",0.4
15268,8022002,"переулок Лихачевский 1-й, д. 4, к. 3","1-й Лихачёвский переулок, дом 4, корпус 3",0.4
12330,7558257,"улица Кибальчича, д. 13","улица Кибальчича, дом 13",0.4
1962,7566363,"проспект 40 лет Октября, д. 16, к. 2","проспект 40 лет Октября, дом 16, корпус 2",0.4
13620,7559283,"улица Краснодарская, д. 32","Краснодарская улица, дом 32",0.4
16821,7604876,"улица Медиков, д. 6","улица Медиков, дом 6",0.4
5394,7567485,"проезд. Будайский, д. 1","Будайский проезд, дом 1",0.4
12296,8051452,"улица Керченская, д. 20","Керченская улица, дом 20",0.4
18448,7558111,"бульвар Нагорный, д. 15","Нагорный бульвар, дом 15",0.4
17164,7564748,"улица Минусинская, д. 14","Минусинская улица, дом 14",0.4
26830,8023445,"улица Солнечногорская, д. 8","Солнечногорская улица, дом 8",0.4
13421,7673704,"улица Коштоянца, д. 23","улица Коштоянца, дом 23",0.4
13967,8022536,"бульвар Кронштадтский, д. 29","Кронштадтский бульвар, дом 29",0.4
10543,7718350,"улица Зеленодольская, д. 24","Зеленодольская улица, дом 24",0.4
22865,8643868,"улица Плющева, д. 8","улица Плющева, дом 8",0.4
14129,7654157,"улица Кузнецовская, д. 7","Кузнецовская улица, дом 7",0.4
12297,8051458,"улица Керченская, д. 22","Керченская улица, дом 22",0.4
9372,7637302,"улица Долгопрудная, д. 9","Долгопрудная улица, дом 9",0.4
7619,7946279,"улица Гвардейская, д. 8","Гвардейская улица, дом 8",0.4
24235,7984127,"улица Радужная, д. 8","Радужная улица, дом 8",0.4
21750,8042165,"улица Парковая 7-я, д. 31, к. 3","7-я Парковая улица, дом 31, корпус 3",0.4
22973,7569308,"проезд. Подбельского 3-й, д. 14, к. 2","3-й проезд Подбельского, дом 14, корпус 2",0.4
15005,8020321,"улица Ленская, д. 21","Ленская улица, дом 21",0.4
4402,7955474,"улица Берзарина, д. 10","улица Берзарина, дом 10",0.4
30625,7838964,"проезд. Черепановых, д. 22","проезд Черепановых, дом 22",0.4
11264,7603503,"улица Инженерная, д. 30","Инженерная улица, дом 30",0.4
25719,8047232,"проспект Севастопольский, д. 81","Севастопольский проспект, дом 81",0.4
12945,7637258,"улица Коновалова, д. 16","улица Коновалова, дом 16",0.4
17109,8489215,"улица Миллионная, д. 10А","Миллионная улица, дом 10А",0.4
8337,7676977,"улица Гражданская 4-я, д. 34, к. 1","4-я Гражданская улица, дом 34, корпус 1",0.4
23583,8100568,"улица Приорова, д. 22","улица Приорова, дом 22",0.4
26608,7703326,"улица Снежная, д. 11","Снежная улица, дом 11",0.4
31736,7762466,"улица Шумилова, д. 24","улица Шумилова, дом 24",0.4
8512,7946585,"улица Гродненская, д. 7","Гродненская улица, дом 7",0.4
21402,7559853,"улица Парковая 13-я, д. 16, к. 1","13-я Парковая улица, дом 16, корпус 1",0.4
4796,7675923,"улица Бойцовая, д. 11","Бойцовая улица, дом 11",0.4
20283,8130342,"улица Окружная, д. 10а","Окружная улица, дом 10А",0.4
9996,7603489,"улица Ереванская, д. 33","Ереванская улица, дом 33",0.4
13541,8098684,"проезд. Красногвардейский 2-й, д. 8, стр. 1","2-й Красногвардейский проезд, дом 8, строение 1",0.4
3146,7557229,"улица Амурская, д. 34","Амурская улица, дом 34",0.4
13065,7837141,"бульвар Коптевский, д. 13","Коптевский бульвар, дом 13",0.4
13605,7559390,"улица Краснодарская, д. 8","Краснодарская улица, дом 8",0.4
28958,7673474,"улица Удальцова, д. 63","улица Удальцова, дом 63",0.4
21512,8042220,"улица Парковая 15-я, д. 52, к. 1","15-я Парковая улица, дом 52, корпус 1",0.4
19720,8130103,"улица Новопоселковая, д. 13а","Новопоселковая улица, дом 13А",0.4
18536,9082463,"улица Наримановская, д. 32","Наримановская улица, дом 32",0.4
4974,7652462,"улица Борисовская, д. 16","Борисовская улица, дом 16",0.4
17490,7587594,"улица Михельсона, д. 61","улица Михельсона, дом 61",0.4
21751,8042167,"улица Парковая 7-я, д. 31, к. 4","7-я Парковая улица, дом 31, корпус 4",0.4
15732,8128017,"переулок Магистральный, д. 5А","Магистральный переулок, дом 5А",0.4
26826,7954796,"улица Солнечногорская, д. 3","Солнечногорская улица, дом 3",0.4
26581,7860183,"улица Смольная, д. 69","Смольная улица, дом 69",0.4
29276,7563865,"проспект Федеративный, д. 33","Федеративный проспект, дом 33",0.4
24343,7955184,"улица Расплетина, д. 20","улица Расплетина, дом 20",0.4
32673,7764281,"шоссе Ярославское, д. 128","Ярославское шоссе, дом 128",0.4
28808,8129240,"улица Туристская, д. 7","Туристская улица, дом 7",0.4
32596,7564961,"проезд. Янтарный, д. 33","Янтарный проезд, дом 33",0.4
27660,7566637,"улица Судакова, д. 26","улица Судакова, дом 26",0.4
21669,8042081,"улица Парковая 5-я, д. 47, к. 3","5-я Парковая улица, дом 47, корпус 3",0.4
20504,8022410,"улица Онежская, д. 36","Онежская улица, дом 36",0.4
11650,7931022,"улица Кантемировская, д. 43","Кантемировская улица, дом 43",0.4
21605,8041670,"улица Парковая 3-я, д. 46, к. 2","3-я Парковая улица, дом 46, корпус 2",0.4
9202,7565417,"проезд. Добролюбова, д. 5","проезд Добролюбова, дом 5",0.4
20379,7996796,"улица Октябрьская, д. 62","Октябрьская улица, дом 62",0.4
8690,7555208,"улица Дачная, д. 5","Дачная улица, дом 5",0.4
19278,8644309,"улица Новогиреевская, д. 23","Новогиреевская улица, дом 23",0.4
27082,7566578,"улица Ставропольская, д. 8","Ставропольская улица, дом 8",0.4
18858,7574634,"улица Нижегородская, д. 63","Нижегородская улица, дом 63",0.4
4077,7574239,"улица Басовская, д. 2","Басовская улица, дом 2",0.4
20523,7588790,"улица Оранжерейная, д. 8","Оранжерейная улица, дом 8",0.4
29127,7563568,"улица Утренняя, д. 6","Утренняя улица, дом 6",0.4
31356,7858358,"улица Шепелюгинская, д. 8","Шепелюгинская улица, дом 8",0.4
6878,7759358,"проспект Волгоградский, д. 123","Волгоградский проспект, дом 123",0.4
30071,8043343,"улица Херсонская, д. 6","Херсонская улица, дом 6",0.4
3259,7621274,"улица Ангарская, д. 43","Ангарская улица, дом 43",0.4
22615,7691835,"улица Пивченкова, д. 6","улица Пивченкова, дом 6",0.4
